text,joy,sadness,anger,fear,surprise,love,neutral
Thinking about my spouse today brought me overwhelming gratitude. I thought about how different my life would be without them. I am lucky to have them.,0,0,0,0,0,1,0
"My connection to God, through prayer brings me peace and makes me elated to be praying for the wellness of others.",1,0,0,0,0,0,1
I finally got a solid 8 hours of sleep yesterday.,1,0,0,0,0,0,1
"I had a shift at my local Buddhist community Center in the evening. I wasn't sure if my friend would be there, since he took his girlfriend to Mexico for her operation. But he was there with her and we got to talk about her operation, which went well. He told me he saved thousands of dollars by taking her to Mexico for it, rather than having it here. I was happy to see she came through it ok and that they were back home.",1,0,0,0,0,0,0
"I ate waaaaay too much for breakfast and lunch (and dinner), so I always sense full but have had genuinely enjoyable food. I'm always eating but I shouldn't be ever.",1,1,0,0,0,0,0
Today I was reminded of how deeply I care about my children. They remembered something I had mentioned weeks ago and it touched me deeply. That love is one of the most important things in my life.,0,0,0,0,0,1,0
The situation left me both frustrated and heartbroken. The whole thing was mishandled from start to finish. I wanted to be angry but kept slipping into sadness.,0,1,1,0,0,0,0
The chicken wings I made yesterday were just awesome,1,0,0,0,0,0,0
I made myself dinner before going to work. I was in a rush so I made a sandwich on a bagel and ate it. I also ate a Girl Scout cookie as dessert. It was fairly normal.,1,0,0,0,0,0,1
I thought I knew what to expect today. I was wrong. An opportunity presented itself from a completely unexpected direction. I needed a moment before I could say anything.,0,0,0,0,1,0,0
"I have been sleeping a lot lately. When I get home from work, I usually need to take a nap. It can last anywhere from an hour to three hours. It is truly frustrating because I am getting enough sleep at night, so I notice I am wasting my time.",0,1,1,0,0,0,1
I have been thinking about my children a great deal lately. They make everything better just by being there. There is a warmth in my heart that I am very grateful for.,0,0,0,0,0,1,0
I went through my routine as normal. I had a few meetings and wrapped up some work. Underneath I was feeling low and a bit sad but tried to stay composed.,0,1,0,0,0,0,1
I do not say it enough but I feel the kind of love that feels like home for my closest friend. I do not always say it but I feel it every single day. Today that feeling was especially strong.,0,0,0,0,0,1,0
A calm but heavy day. I spent time at home doing some chores. I felt a quiet sadness through most of it without any particular reason.,0,1,0,0,0,0,1
The food I had was delicious. My girlfriend prepared a very nice meal. It had me ready to take on the rest of the night.,1,0,0,0,0,0,0
I have been feeling anxious about an upcoming challenge lately. Something has been weighing on me. The uncertainty makes everything feel unsettling.,0,0,0,1,0,0,0
Every night we have dinner as a family. It means a lot to us as it's a special time together to be relaxed and relaxed outside of work and school.,0,1,0,1,0,0,0
The situation left me both frustrated and heartbroken. I was not heard at all. I wanted to be angry but kept slipping into sadness.,0,1,1,0,0,0,0
Time with my parents is always time well spent. They surprised me with a small gesture that meant more than they know. The genuine love I feel is something I hold onto.,0,0,0,0,0,1,0
I have been carrying a lot of sadness lately. I received some hard news recently. Today it felt heavier than usual.,0,1,0,0,0,0,0
I spent the whole afternoon with my family today and felt a warmth I cannot describe. They surprised me with a small gesture that meant more than they know. I left feeling grateful and warm.,0,0,0,0,0,1,0
I went through my day calmly on the outside. I went to work and completed my usual tasks. Inside I was both irritated about what was said and nervous about the future.,0,0,1,1,0,0,1
"I had a good time with my kids after school. We played chess, ate dinner, had dessert, and watched a movie together.",1,0,0,0,0,0,0
"I was out on my run and felt really great. Was about to run my fastest mile ever. It was such a rush of emotion to look down and see my watch read 7:55. My previous best mile was 8:45, so I shattered my previous best mile performance.",1,0,0,0,0,0,0
iI enjoy my work and know that it helps many others in my teaching the pre k children I reach out to the children and to the parents and extended families .I also enjoy working as a Turker enjoying the surveys of varied hits.,1,0,0,0,0,0,0
"I have been sleeping a lot lately. When I get home from work, I usually need to take a nap. It can last anywhere from an hour to three hours. It is really frustrating because I've been getting enough sleep at night, so I feel I am wasting my time.",0,1,1,0,0,0,1
"I had been sick for about 10 days and had not responded to treatment. So, I had to return to the doctor and seek a new direction in treatment.",0,0,1,1,0,0,1
We watched I Was Prey in a glorious hours-long binge. It was delightful and relaxing.,0,0,0,0,0,0,1
I spent part of the day messaging back and forth with my birder friends. I had found a rare bird last week and they were complementing me and I was telling them how easy it was. So that was kind of fun.,1,0,0,0,0,0,0
I played video games from my childhood and it was quite exciting.,1,1,0,0,0,0,0
I told the person I love most how much they mean to me today. I watched them and felt my heart completely full. Saying it out loud made it feel even more true.,0,0,0,0,0,1,0
I woke up feeling find. Went through most of the day feeling alright but then my back started hurting and wouldn't stop. Not long after that I hurt my arm trying to chase the cat back in the house. Shot pain up from my arm to my neck and into my shoulders. It was terrible.,0,0,1,1,0,0,0
"I was downtown, and bumped into an old friend of mine at a bus station.  We do not always get along so great, and he was in a bad mood, so we ended up taking a long bus ride together in mostly awkward silence.",1,0,0,1,1,0,0
"We had chicken and mushroom enchiladas. I was happy, nostalgic, and satisfied. My sister used to be a missionary to Paraguay and knew how to cook the local fare like empanadas and tacos.",1,1,0,0,0,0,0
Was able to eat some of my favorite food so i was pretty happy and excited and couldnt wait to eat it.,1,0,0,1,0,0,0
"I appreciated eating a bacon cheeseburger from my favorite restaurant, Cheddars. I used to eat bacon cheeseburgers all the time when I was younger. The food made me notice cheerful and nostalgic.",1,1,0,0,0,0,0
It was a bittersweet day. I received some great news. But I also found myself missing the people I have drifted from and feeling a quiet sadness underneath.,1,1,0,0,0,0,0
I had a plan for today. Then I discovered information that explained things I had wondered about for years. I had to read it twice before it registered. Everything changed.,0,0,0,0,1,0,0
Something I never anticipated happened. What I thought was one thing turned out to be something entirely different. I needed a moment before I could say anything. Life has a way of reminding you that you do not know everything.,0,0,0,0,1,0,0
I told my children how much they mean to me today. We shared a quiet moment that meant everything to me. Saying it out loud made it feel even more true.,0,0,0,0,0,1,0
"I was able make time yesterday to work out and that made me feel great. It was a while since I worked out and being able to get a work out in, was a nice feeling.",1,0,0,0,0,0,0
I do not always say it but I feel it every single day. Today especially I was aware of the profound gratitude I have for my grandmother. They sent me a message at exactly the right moment.,0,0,0,0,0,1,0
"A decision was made that nobody in my circle had expected. I found myself just staring, trying to make sense of it. I am still processing what happened.",0,0,0,0,1,0,0
I felt scared about the uncertainty ahead and sad about simpler times. It was a hard day emotionally.,0,1,0,1,0,0,0
I ate pizza for breakfast. It was nice I was satisfied. I ate it cold.,1,0,0,0,0,0,1
I spent the whole afternoon with my family today and felt the kind of love that feels like home. They did something thoughtful without being asked. I left feeling grateful and warm.,0,0,0,0,0,1,0
Today tested my patience completely. I was not heard at all. I felt irritated and outraged. It took a lot to calm down.,0,0,1,0,0,0,0
I realize more and more how rare it is to have someone like them. Today especially I was aware of the profound gratitude I have for someone who means the world to me. We sat together in silence and it was the most comfortable I have felt in weeks.,0,0,0,0,0,1,0
Went to bed and really needed it didn't get much sleep the night before.,0,0,0,0,0,0,1
Eating my favorite food is always a satisfying an happy times for me. It brings back good and meaningful nostalgic feelings of a time when I found myself younger.,1,1,0,0,0,0,0
Today brought a mix of anger and grief. I have been going through a difficult period. I felt wronged and sad about it at the same time.,0,1,1,0,0,0,0
There were moments of real joy today. I felt genuinely appreciated today. But I also carried a heaviness about I have been going through a difficult period. that I couldn't shake.,1,1,0,0,0,0,0
"Being around my family fills me with a quiet, steady love. We cooked together and talked and laughed for hours. I left our time together feeling whole.",0,0,0,0,0,1,0
I thought about my family a lot today. Their love feels like the safest place I know. The overwhelming gratitude I carry for them is consistent and true.,0,0,0,0,0,1,0
I finally finished a hand beaded bracelet that I have been trying to learn for over a month. It made me feel great to have it done. It looks really cute too.,1,0,0,0,0,0,0
i had a great day with my family yesterday,1,0,0,0,0,0,0
We reminisced about old memories and I felt close to them in a way I had missed. I felt a warmth I cannot describe and could not stop thinking about how fortunate I am to have my best friend.,0,0,0,0,0,1,0
Today was quiet. I spent time at home doing some chores. But there was an underlying sadness I couldn't quite name. I managed to get through the day.,0,1,0,0,0,0,1
My friend's mother passed. I learned about it and said special prayers and planned on the bouquet I would order today.,0,1,0,0,0,0,0
A message arrived that stopped me in my tracks. I had to read it twice before it registered. I am still processing what happened.,0,0,0,0,1,0,0
Thinking about my loved ones today brought me deep care and admiration. I thought about how different my life would be without them. I am lucky to have them.,0,0,0,0,0,1,0
Today was a beautiful day because of someone very dear to me. We shared a quiet moment that meant everything to me. I felt both deeply in love and genuinely happy. It was a perfect combination.,1,0,0,0,0,1,0
A calm but heavy day. I did some light exercise and cooked a simple dinner. I felt a quiet sadness through most of it without any particular reason.,0,1,0,0,0,0,1
Thinking about my family today brought me overwhelming gratitude. What we have took years to build and I cherish every part of it. I am lucky to have them.,0,0,0,0,0,1,0
"I watched 4 hours of pro wrestling, AEW and NXT. It was really fun and made me happy. I love wrestling, especially these two shows.",1,0,0,0,0,0,0
"My wife and I have been on a low carb diet and eating at home most of the time to better control that. It's necessary for us to reduce our blood sugar and blood pressure. But yesterday we decided that if we picked from the menu carefully, we could go out to eat and enjoy a restaurant meal. It had been so long since we last did that that it was a real treat.",1,1,0,0,0,0,0
One of my good friends is battling with alcohol addiction. I talk to him every day to help him out and steer him in the right direction. Sometimes he falls off the wagon and  it is frustrating.,0,0,1,1,0,0,0
Out of nowhere today I discovered something I had never known before. I was astonished. I kept replaying it in my mind throughout the day.,0,0,0,0,1,0,0
I enjoyed the time I had but it also made me sad thinking about how things change. Joy and sadness felt very close together.,1,1,0,0,0,0,0
"Something I never anticipated happened. I received news I never would have anticipated. I found myself just staring, trying to make sense of it. I did not see it coming and I am not sure what to do with that.",0,0,0,0,1,0,0
Time with my siblings is always time well spent. They listened without offering advice and it was exactly what I needed. The complete devotion I feel is something I hold onto.,0,0,0,0,0,1,0
I am grateful for the steadiness of their presence. Today especially I was aware of the the kind of love that feels like home I have for my children. We cooked together and laughed and talked for hours without noticing the time.,0,0,0,0,0,1,0
I like reading the Bible and studying the word of God because I think it makes me a better Christian.,1,0,0,0,0,0,0
I was enraged on my partner as he did not pick up my call when i called him to share my successful work done at my office.,0,0,1,0,0,0,0
Yesterday was the sixth of the month so I read the sixth chapter of Proverbs.  The wisdom gift that God gave to Solomon is passed on to me through this writing.  I felt a great connection over the centuries to God's intervention in this man's life.,1,0,0,0,0,0,0
I was acting really uneasy for no nice reasons and realized how silly I felt.,0,1,0,0,0,0,1
I felt as if this were just a routine day but actually worse then usual I had a lot of annoyed customers at work and I had less coworkers to help me.,0,1,0,1,0,0,1
Time with the person I love most is always time well spent. They sent me a message at exactly the right moment. The a warmth I cannot describe I feel is something I hold onto.,0,0,0,0,0,1,0
I was able to take a nice walk in the evening with my husband and two teen daughters.  It is very rare that we are all in the same place at the same time and are doing something together as a group.  It was a great feeling to walk talk and laugh together after a long day apart.,1,0,0,0,0,0,0
Out of nowhere today The news arrived out of nowhere and stopped me in my tracks. I was astonished. I kept replaying it in my mind throughout the day.,0,0,0,0,1,0,0
I do not say it enough but I feel a quiet steady love for my oldest friend. The connection we share is something I protect and value deeply. Today that feeling was especially strong.,0,0,0,0,0,1,0
"My best friend of 20+ years called me yesterday. We normally talk every week or so. The conversation was entertaining and we joked around about some of our shared memories. I felt nostalgic because we were talking about this resturant that is in our hometown. Neither of us live in the same city any more, but being friends for almost 25 years make me notice good.",1,1,0,0,0,0,0
I hate going to class right now. All I have is a computer class where I'm rotely going through task after task without a productive end.,0,0,1,0,0,0,1
I was enjoying the time and day with my youngest grandson.  He is a blessing from God and I love him so much.,0,0,0,0,0,0,1
The love I carry for them is one of the most important things about me. Today especially I was aware of the a full heart I have for my parents. We shared a meal and it felt like the most natural thing in the world.,0,0,0,0,0,1,0
I truly am irritated with my 18 year old son right now. I wish that he would stop abusing substances. He moved out. I'd like him back but only under certain conditions.,0,0,1,0,0,0,0
I do not say it enough but I feel genuine love for the person I love most. I don't take them for granted and I want them to know that. Today that feeling was especially strong.,0,0,0,0,0,1,0
I was shocked today when I discovered something I had never known. I genuinely did not see this coming at all.,0,0,0,0,1,0,0
I do not say it enough but I feel overwhelming gratitude for my closest friend. Being loved by them has made me a better person. Today that feeling was especially strong.,0,0,0,0,0,1,0
"I cook for both myself and my brother. I am his caregiver due to his medical condition. I carefully plan our meals most of the time. Yes, there are also days where I just wing it, but those are rare. When I prepare the meals, I am thinking nice tasty and healthy thoughts. I enjoy shopping for the right foods and I also enjoy preparing the meals. I have an inhouse critic, so I am careful to his health needs and also to his taste. I love the challenge.",1,0,0,0,0,0,1
We disagreed on something but resolved it with care and respect. Moments like these are why I am so grateful for my oldest friend. I feel genuine love and at peace.,0,0,0,0,0,1,0
There were so many projects due on a tight deadline at work that it was hectic and frustrating. I was in a hurry to get everything done and I wish people would give me the projects way earlier in the month/week vs. right at the last minute.,0,0,1,0,0,0,0
I worked out yesterday and was able to accomplish both my aerobic and weightlifting goals so for that reason I felt I had a satisfying workout.,1,0,0,0,0,0,0
I hate going to class right now. All I have is a computer class where I'm rotely going through task after task without a productive end.,0,0,1,0,0,0,1
We cooked together and laughed and talked for hours without noticing the time. I felt overwhelming gratitude and could not stop thinking about how fortunate I am to have my parents.,0,0,0,0,0,1,0
I had a plan for today. Then A conversation took a turn I had not prepared for at all. I had to read it twice before it registered. Everything changed.,0,0,0,0,1,0,0
"at the end of the day, nothing is more comforting that  drink.  it is like a million little hugs.",0,0,0,0,0,0,1
I do not say it enough but I feel profound gratitude for my closest friend. What we have took years to build and I cherish every part of it. Today that feeling was especially strong.,0,0,0,0,0,1,0
I have always thought I could anticipate things but today proved me wrong. The news arrived out of nowhere and stopped me in my tracks. I was stunned.,0,0,0,0,1,0,0
I was excited frustrated and satisfied with my exercise.  I was excited that I did my daily routine and accomplished my goals.  It was frustration getting out of breath sometimes though.  But overall the satisfaction of completing it was great.,1,0,1,0,0,0,0
Working on my health is an important part of my day and one that is noticeable to those around me often. I am working on losing some weight and trying to get in better health after some recent health problems. i am doing better but its still a struggle that bugs me each and everyday.,0,1,0,1,0,0,0
I had spent most of my day yesterday working and the only salient thing I noticed I was really anxious. I wanted to get off and go home.,0,0,0,1,0,0,1
Thinking about my oldest friend today brought me a full heart. The love I carry for them is one of the most important things about me. I am lucky to have them.,0,0,0,0,0,1,0
I felt both angry and scared today. The whole thing was mishandled from start to finish. The situation made me furious but also deeply anxious about what might happen next.,0,0,1,1,0,0,0
A friend of mine sent me a video that I could not even watch 10 seconds of. It was so upsetting to me. I messaged him back yelling at him for sending me such a disturbing video. He apologized and said he understood and that he would never do that again. I can only tell you the few seconds that I did see. It was a man with what I am assuming was his infant child. The man was slapping the baby because the baby could not stand up on their own. He was also yelling at that poor baby was screaming. I could NOT watch anymore. It still bothers me because that is one of those things that you can not unsee!!,0,0,1,0,0,0,0
I had a very productive day at work. Got recognized by my boss after finishing long long progect,1,0,1,0,0,0,0
I do not say it enough but I feel deep care and admiration for my siblings. I realize more and more how rare it is to have someone like them. Today that feeling was especially strong.,0,0,0,0,0,1,0
"Every morning I take my son to school and husband to work, then head home to work my job and take care of the household. I most look forward to them returning home to me, so we can spend the evening together. I missed them, as always and was so happy when they got home!",1,0,0,0,0,0,1
Work was typical. I was irritated by the stupid paperwork and other crap that I have to do instead of just being allowed to do my job.,0,0,1,1,0,0,0
I was supposed to finish writing some interrogatories this weekend but I felt too bad to do a lot. I drafted a couple but I've got a cold and really couldn't concentrate I kept falling asleep. Hopefully I'll feel better tomorrow.,0,0,1,1,0,0,0
My mom had her biopsy to test if she has cancer. I am deeply anxious that she might have uterine cancer and it would be the fault of the doctors if it is more aggressive than we originally thought. The reason I blame them is that they have been denying her a hysterectomy for years despite her uterine fibroids cause her so much phyiscal pain and distress.,0,1,1,1,0,0,0
I had a lot of fun with family.,1,0,0,0,0,0,0
I only got 5 hours sleep the other night. I woke up early about 3:30 and after tossing and turning for over 30 minutes... disturbing my spouse I got up and went downstairs to read.  I get angry and concerned when I cant sleep at night.,0,0,0,1,0,0,0
I spent a long evening with my closest friend today and felt a full heart. They made time for me even when they were busy. I left feeling grateful and warm.,0,0,0,0,0,1,0
"I was downtown, and bumped into an old friend of mine at a bus station.  We do not always get along so great, and he was in a bad mood, so we ended up taking a long bus ride together in mostly awkward silence.",1,0,0,1,1,0,0
"I love going to bed at night and getting much needed rest, i am always looking forward to the next day and what lies ahead.",1,0,0,0,0,0,0
I had to work alone today and close at work. It was stressful because I was the only person at work. That meant I was in control of everything. I had to answer phone calls interact with customers and solve any issues that arose. It was stressful.,0,1,1,1,0,0,0
The sleep was good,0,0,0,0,0,0,1
Nothing in my day prepared me for what came. An old friend I had not spoken to in years contacted me completely out of the blue. It took a while before I could process what had happened.,0,0,0,0,1,0,0
I played with my kittens and they always make me laugh. They know how to put a light up on my face when they chase lasers and feathers.,1,0,0,0,0,0,1
Today I felt scared and on edge. I have been under significant pressure. I tried to calm down but my mind kept racing.,0,0,0,1,0,0,0
"Work was very frustrating and a lot is being dumped on me due to so many people leaving.  I had a meeting with my supervisor and another supervisor and coworker to try to distribute the work, but all-in-all nothing happened.",0,0,1,1,0,0,0
"It was a quiet, ordinary day but my family made it feel special. We had a long conversation and I felt completely understood. I felt calm and happy and full of affection.",1,0,0,0,0,1,1
I thought about my closest friend a lot today. I don't take them for granted and I want them to know that. The a warmth I cannot describe I carry for them is consistent and true.,0,0,0,0,0,1,0
"My furnace doesn't work. It might cost around $1,500 to replace it, because it is old. I am working my behind off on Amazon Mechanical Turk and eBay to earn the money.",0,1,1,1,0,0,0
"Out of nowhere, A plan I had relied on collapsed in a way nobody saw coming. I sat with the news for a long time before responding. It was genuinely shocking.",0,0,0,0,1,0,0
I would not have believed it if someone had told me. An old friend I had not spoken to in years contacted me completely out of the blue. I needed a moment before I could say anything.,0,0,0,0,1,0,0
I felt genuinely happy today but also a little sad. I felt genuinely appreciated today. There was something melancholy about it all the same.,1,1,0,0,0,0,0
My grandson was born two months before his due date. I got the chance to hold him for the first time yesterday. What a wonderful feeling!,1,0,0,0,0,0,0
Time with my best friend is always time well spent. They listened without offering advice and it was exactly what I needed. The complete devotion I feel is something I hold onto.,0,0,0,0,0,1,0
"I came home yesterday to find the lawn all picked up. It was nice seeing the house and property looking ship-shape. My mom had come by to do this without my knowing, I found out later.",1,0,0,0,0,0,0
I was able to finish my preparation for the weekly print run on time.  I was happy that I could hand the info off to my co-worker so she didn't have to rush or stay late on Friday.  I worked a lot of overtime last year and it's nice to be able to leave right around 5:30 every day now.,1,0,0,0,0,0,0
Nothing in my day prepared me for what came. An old friend I had not spoken to in years contacted me completely out of the blue. It took a while before I could process what had happened.,0,0,0,0,1,0,0
It was a bittersweet day. A moment I had been hoping for arrived. But I also found myself missing the people I have drifted from and feeling a quiet sadness underneath.,1,1,0,0,0,0,0
I rode my bike to work today. It is a good day every time you ride to work.,1,0,0,0,0,0,0
"Yesterday I ate a steak and lots of vegetables for dinner in order to get in my daily protein. I felt ""FULL"" and complete.",1,1,0,0,0,0,0
Today was quiet. I did some light exercise and cooked a simple dinner. But there was an underlying sadness I couldn't quite name. I managed to get through the day.,0,1,0,0,0,0,1
i appreciate my family so much. they're very supportive and always there for me.,1,1,0,0,0,0,0
I had to finish a tough project at work. I was afraid I wouldn't get int done on time.,0,0,0,1,0,0,0
There were moments of real joy today. We had a wonderful time together. But I also carried a heaviness about Things have felt heavy lately. that I couldn't shake.,1,1,0,0,0,0,0
I talked with my son online in The Netherlands. It was good to see him again.,1,0,0,0,0,0,0
A few annoying patients made the day go by slowly and with moderate amounts of frustration.,0,0,1,1,0,0,1
I realized today how much my partner shapes my sense of safety and happiness. They surprised me with a small gesture that meant more than they know. It is overwhelming gratitude.,0,0,0,0,0,1,0
I accomplished a lot yesterday at work and felt very satisfied with my performance.,1,0,0,0,0,0,0
Someone I barely knew did something that completely surprised me. My first reaction was pure disbelief. I am still processing what happened.,0,0,0,0,1,0,0
Today I felt scared and on edge. The situation feels unpredictable. I tried to calm down but my mind kept racing.,0,0,0,1,0,0,0
Something I never anticipated happened. I received a gift I would never have thought to ask for. My mind went blank for a few seconds. Some things you just cannot prepare for.,0,0,0,0,1,0,0
Today I told my children how much they mean to me. They listened without offering advice and it was exactly what I needed. The a full heart between us is real and deep.,0,0,0,0,0,1,0
They surprised me with a small gesture that meant more than they know. I felt genuine love and could not stop thinking about how fortunate I am to have my mother.,0,0,0,0,0,1,0
I got to bed close to the time I wanted to. That's challenging some days due to house work.,0,0,0,0,0,0,1
I worked all day so it was the biggest part of my day. This caused me a high deal of stress because I had a lot of work. Frustration also grew because what happened was we had a deadline to meet and it seemed impossible at the time.,0,0,1,1,0,0,1
I watched a few episode on netflix of a series that I was enjoying.  I liked it overall but found the ending to be disappointing and confusing.,1,0,0,0,0,0,1
I had an awkward encounter with my boss when he caught me texting while in my office...,0,0,0,1,0,0,0
My daughter cooked dinner for all of us yesterday. It was a simple but a delicious one. I enjoyed sitting together with the family for the meal.,1,0,0,0,0,0,0
I went through my usual routine. I ran some errands and kept to my routine. In the afternoon something nice happened. Everything went better than expected. I ended the day feeling calm and pleased.,1,0,0,0,0,0,1
The situation left me both frustrated and heartbroken. I felt completely disrespected. I wanted to be angry but kept slipping into sadness.,0,1,1,0,0,0,0
I don't get enough sleep lately. It affects me throughout the day as I don't function as efficiently as I would like to. I also am not in lovely mood's most mornings and I definitely attribute it to lack of sleep. My quality of sleep is also terrible.,0,0,1,0,0,0,0
i appreciate my family so much. they're very supportive and always there for me.,1,1,0,0,0,0,0
I went through my day calmly on the outside. I had a few meetings and wrapped up some work. Inside I was both irritated about how I was treated and nervous about my health.,0,0,1,1,0,0,1
I helped my parents prepare for a cruise they will be on in one week. I felt helpful.,1,0,0,1,0,0,0
I felt scared about the future and sad about what has been lost. It was a hard day emotionally.,0,1,0,1,0,0,0
Last night I set aside a little time to play a computer game to relax. It was fun to just forget about the stresses of the day even for a little bit.,1,0,0,0,0,0,1
I work out in the afternoon on most days so it's perhaps not the most salient thing ever but yesterday was otherwise mostly filled with work during the day and scheduled in the evening like I explained in both situations above. What was notable about exercising yesterday was hitting a new personal record on my bench press at 225lbs.,1,0,0,0,0,0,0
"A quiet, uneventful day. I did some light exercise and cooked a simple dinner. I felt balanced and okay about everything.",0,0,0,0,0,0,1
Yesterday I finished my fourth week in a row of 30 minutes of exercise.,1,0,0,0,0,0,0
Today was harder than expected. I have been going through a difficult period. I felt sad and heavy most of the day.,0,1,0,0,0,0,0
yesterday was so good with the boys. I had a deep conversation with Connor about his feelings. I helped Nicholas with his reading. And I just hung out with James.,1,0,0,0,0,0,0
Today my children reminded me why I carry a full heart for them every single day. They listened without offering advice and it was exactly what I needed.,0,0,0,0,0,1,0
It was a bittersweet day. A moment I had been hoping for arrived. But I also found myself missing simpler times and feeling a quiet sadness underneath.,1,1,0,0,0,0,0
Today i exercised a lot for my abs,1,0,0,0,0,0,0
I worked all day so it was the biggest part of my day. This caused me a high deal of pressure because I had a lot of work. Frustration also grew because what happened was we had a deadline to meet and it seemed impossible at the time.,0,0,1,1,0,0,1
"Yesterday was a bad day for diverticular disease, I couldn't eat, and I was in a lot of pain. Still, I was able to function through it, and I know that if I'm patient the pain will go away eventually. I just wish there was a more permanent solution.",0,1,1,0,0,0,0
I was working on a project at work i was having issues with. Made me truly disheartened and confused.,1,0,1,1,0,0,1
"I have been sleeping a lot lately. When I get home from work, I usually need to take a nap. It can last anywhere from an hour to three hours. It is deeply frustrating because I am getting enough sleep at night, so I notice I am wasting my time.",0,1,1,0,0,0,1
"I made a steak, something I dont have often, but felt like celebrating and it was delicious. I got a porterhouse and cooked it medium well on my stove top grill. I paired it with my favorite wine and had a baked potato and Brussels sprouts   as my sides",1,0,0,0,0,0,0
Work sucked so bad yesterday. I wasn't feeling well because I've been sick so it was hard to concentrate. Or rather my brain wanted to concentrate more on how I my throat hurt rather than on the work I was supposed to be doing.,0,0,1,0,0,0,1
"I had to take my roommate to the hospital. We weren't sure whether she had a problem with her appendix, or maybe a urinary tract infection or kidney stones. She has no insurance so we had to go to the emergency room. Fortunately, they saw her within 30 minutes because she was in pain. It turned out she had kidney stones. I went back home and waited for her to call me. When she called, we had to go to the hospital pharmacy to pick up four prescriptions, which I had to pay for. Fortunately, since she is poor, they only cost $4 apiece. She went straight to bed when she got home.",0,0,0,1,1,0,0
"In the morning, I went to the gym and attended a Zumba class. After the class was over, I felt really satisfied with my exercise and was glad I did it.",1,0,0,0,0,0,0
"I am deeply struggling with my son. He has been diagnosed with autism and adhd but he is deeply high functioning and near genius level intelligence. Our problem is that he hates everyone in the house. He doesn't want to be part of a family. He doesn't want to have brothers or a mom. He wants to be alone all the time. He is 12. Obviously these are unrealistic thoughts he is having. He makes it so difficult to get along with him. He treats everyone badly and refuses to even try to change his negative behavior, instead using his diagnoses as an excuse for it. He has been to multiple different specialists, now we have one that comes to our home 3x a week and we have made no progress. In over three years. I'm tired.",0,1,1,1,0,0,0
Work made me notice like I had a purpose but also irritated and annoyed because there are so many things going on at once.,1,0,1,1,0,0,0
"It was just another day at work, where I didn't know if I would make good money or not so good money.",0,0,0,1,0,0,1
I was supposed to finish writing some interrogatories this weekend but I felt too bad to do a lot. I drafted a couple but I've got a cold and genuinely couldn't concentrate I kept falling asleep. Hopefully I'll notice better tomorrow.,0,0,1,1,0,0,0
Gotta work to be able to do the things you want to do in life. You have to have money to make your life comfortable.,1,0,0,0,0,0,0
They sent me a message at exactly the right moment. Moments like these are why I am so grateful for my family. I feel deep affection and at peace.,0,0,0,0,0,1,0
"I spent over an hour on my exercise bike in the basement. While I exercised, I read a new novel called the Deserter. It was enjoyable.",1,0,0,0,0,0,1
"I was happy to know that my friends are always there for me when needed. They make me smile, and it is a secure feeling too.",1,0,0,0,0,0,0
My friends and I were sending texts and refining details to make a surprise party for one of our friends.,1,0,0,0,0,0,0
I had a plan for today. Then A plan I had relied on collapsed in a way nobody saw coming. I had to read it twice before it registered. Everything changed.,0,0,0,0,1,0,0
"I had been sick for about 10 days and had not responded to treatment. So, I had to return to the doctor and seek a new direction in treatment.",0,0,1,1,0,0,1
I went through my day calmly on the outside. I had a few meetings and wrapped up some work. Inside I was both irritated about the way things were handled and nervous about the uncertainty ahead.,0,0,1,1,0,0,1
They made time for me even when they were busy. I felt a quiet steady love and could not stop thinking about how fortunate I am to have my parents.,0,0,0,0,0,1,0
There were moments of real joy today. I accomplished something meaningful. But I also carried a heaviness about I received some hard news recently. that I couldn't shake.,1,1,0,0,0,0,0
"I don't always cook at home, but one in a while I like to experiment. Yesterday I have gave it a try and felt like preparing a Chinese dish. I have gathered all the details from the internet based on the ingredients I have at home. Everyone was surprised how good the outcome was. Of course, I was told that this is the first of many. So I am the new chef at home.",1,0,0,0,1,0,0
"I didn't lose my appetite. But I can only eat soft foods, especially the first day. So I was hungry and jealous of everyone around me eating normally.",0,0,1,1,0,0,0
For God allow me to live another on this earth with my love one I am glad and feel blessed.,0,0,0,0,0,0,1
"I had lunch with me aunt and we discussed my future plans and I talked about the shortcomings that I thought could hold me back from achieving what I desire to. It made me find myself anxious to talk about, and when she went on to tell an interminably long and irrelevant story I became a bit fidgety.",0,0,0,1,0,0,0
I had an especially frustrating day at work yesterday and had to stay late to finish a project after the project file was corrupted and I lost a whole days work.,0,0,1,1,0,0,0
Today I tried to stay composed. I went to work and completed my usual tasks. But I was frustrated about how I was treated and anxious about what might happen next at the same time.,0,0,1,1,0,0,1
Something I never expected happened and it left me speechless. The news arrived out of nowhere and stopped me in my tracks. I am still thinking about it.,0,0,0,0,1,0,0
"I have a big bill I need to pay in a few days, so after work I tried quite hard to make money on mTurk to make up the difference.",0,0,1,1,0,0,1
Today my parents reminded me why I carry profound gratitude for them every single day. We cooked together and laughed and talked for hours without noticing the time.,0,0,0,0,0,1,0
My family is one of the most important things in my life. I enjoy spending time with them and taking care of my daughter. It helps me to relax and feel close to them.,1,0,0,0,0,0,1
I was enraged but also nervous. The situation was handled completely wrong. The anger was on the surface but underneath there was real fear about the consequences.,0,0,1,1,0,0,0
